,postcode,ruralurban,residents,males,females,household,cmmunal,students,area,densitypersons
4080,NE13 7,Total,5294.0,2532.0,2762.0,5272.0,22.0,44.0,1715.27,3.1
4081,NE13 8,Total,1069.0,512.0,557.0,1069.0,0.0,22.0,733.77,1.5
4082,NE13 9,Total,941.0,479.0,462.0,941.0,0.0,4.0,385.4,2.4
4083,NE15 0,Total,2347.0,1232.0,1115.0,2181.0,166.0,35.0,3520.28,0.7
4084,NE15 6,Total,5961.0,2858.0,3103.0,5891.0,70.0,27.0,242.42,24.6
4085,NE15 7,Total,9328.0,4545.0,4783.0,9268.0,60.0,50.0,335.54,27.8
4086,NE15 8,Total,8829.0,4262.0,4567.0,8776.0,53.0,31.0,575.05,15.4
4087,NE15 9,Total,6226.0,3020.0,3206.0,6136.0,90.0,25.0,526.8,11.8
4088,NE16 3,Total,3335.0,1648.0,1687.0,3276.0,59.0,22.0,209.54,15.9
4089,NE16 4,Total,6424.0,3148.0,3276.0,6346.0,78.0,58.0,305.53,21.0
4090,NE16 5,Total,10913.0,5294.0,5619.0,10908.0,5.0,117.0,1565.97,7.0
4091,NE16 6,Total,5002.0,2477.0,2525.0,4941.0,61.0,51.0,965.65,5.2
4092,NE17 7,Total,4669.0,2303.0,2366.0,4622.0,47.0,46.0,605.34,7.7
4093,NE18 0,Total,927.0,447.0,480.0,924.0,3.0,19.0,3993.16,0.2
4094,NE19 1,Total,1240.0,634.0,606.0,1219.0,21.0,26.0,28568.68,0.0
4095,NE19 2,Total,1033.0,498.0,535.0,1033.0,0.0,34.0,13323.2,0.1
4096,NE2  1,Total,9878.0,5129.0,4749.0,8620.0,1258.0,109.0,153.55,64.3
4097,NE2  2,Total,7321.0,3866.0,3455.0,7169.0,152.0,127.0,93.87,78.0
4098,NE2  3,Total,7198.0,3774.0,3424.0,7145.0,53.0,102.0,106.37,67.7
4099,NE2  4,Total,5132.0,2645.0,2487.0,3670.0,1462.0,100.0,273.14,18.8
4100,NE20 0,Total,1426.0,704.0,722.0,1353.0,73.0,31.0,11081.51,0.1
4101,NE20 9,Total,10447.0,5070.0,5377.0,10388.0,59.0,246.0,2803.78,3.7
4102,NE21 4,Total,5620.0,2670.0,2950.0,5526.0,94.0,24.0,264.39,21.3
4103,NE21 5,Total,5350.0,2587.0,2763.0,5330.0,20.0,29.0,379.98,14.1
4104,NE21 6,Total,6306.0,3054.0,3252.0,6260.0,46.0,47.0,793.44,7.9
4105,NE22 5,Total,8937.0,4312.0,4625.0,8872.0,65.0,46.0,620.84,14.4
4106,NE22 6,Total,5657.0,2751.0,2906.0,5652.0,5.0,59.0,932.75,6.1
4107,NE22 7,Total,3290.0,1610.0,1680.0,3174.0,116.0,29.0,377.47,8.7
4108,NE23 1,Total,3745.0,1796.0,1949.0,3604.0,141.0,31.0,363.82,10.3
4109,NE23 2,Total,5826.0,2767.0,3059.0,5826.0,0.0,42.0,131.95,44.2
4110,NE23 3,Total,5710.0,2799.0,2911.0,5710.0,0.0,82.0,409.97,13.9
4111,NE23 6,Total,10745.0,5128.0,5617.0,10597.0,148.0,68.0,428.43,25.1
4112,NE23 7,Total,10580.0,5138.0,5442.0,10526.0,54.0,55.0,1069.34,9.9
4113,NE23 8,Total,2627.0,1285.0,1342.0,2583.0,44.0,15.0,892.58,2.9
4114,NE24 1,Total,3565.0,1714.0,1851.0,3532.0,33.0,19.0,416.0,8.6
4115,NE24 2,Total,6252.0,3036.0,3216.0,6122.0,130.0,29.0,113.8,54.9
4116,NE24 3,Total,11064.0,5460.0,5604.0,11064.0,0.0,70.0,426.35,26.0
4117,NE24 4,Total,7700.0,3766.0,3934.0,7607.0,93.0,36.0,1037.93,7.4
4118,NE24 5,Total,9495.0,4561.0,4934.0,9375.0,120.0,30.0,271.71,34.9
4119,NE25 0,Total,9350.0,4562.0,4788.0,9306.0,44.0,38.0,1494.61,6.3
4120,NE25 8,Total,9169.0,4388.0,4781.0,9132.0,37.0,115.0,209.68,43.7
4121,NE25 9,Total,11289.0,5413.0,5876.0,11183.0,106.0,143.0,374.93,30.1
4122,NE26 1,Total,5264.0,2601.0,2663.0,5133.0,131.0,73.0,104.09,50.6
4123,NE26 2,Total,4523.0,2274.0,2249.0,4339.0,184.0,54.0,66.96,67.5
4124,NE26 3,Total,5275.0,2535.0,2740.0,5265.0,10.0,108.0,328.29,16.1
4125,NE26 4,Total,4264.0,2040.0,2224.0,4236.0,28.0,44.0,983.29,4.3
4126,NE27 0,Total,12024.0,5751.0,6273.0,11981.0,43.0,65.0,1117.08,10.8
4127,NE28 0,Total,8701.0,4154.0,4547.0,8586.0,115.0,32.0,243.03,35.8
4128,NE28 6,Total,5201.0,2600.0,2601.0,5159.0,42.0,18.0,248.47,20.9
4129,NE28 7,Total,8007.0,3928.0,4079.0,7936.0,71.0,38.0,222.91,35.9
4130,NE28 8,Total,9635.0,4671.0,4964.0,9634.0,1.0,42.0,278.95,34.5
4131,NE28 9,Total,13205.0,6273.0,6932.0,13150.0,55.0,71.0,414.53,31.9
4132,NE29 0,Total,6582.0,3152.0,3430.0,6408.0,174.0,42.0,114.66,57.4
4133,NE29 6,Total,7712.0,3976.0,3736.0,7641.0,71.0,21.0,310.66,24.8
4134,NE29 7,Total,8361.0,3950.0,4411.0,8356.0,5.0,36.0,243.12,34.4
4135,NE29 8,Total,8812.0,4206.0,4606.0,8812.0,0.0,54.0,412.64,21.4
4136,NE29 9,Total,4146.0,1993.0,2153.0,4020.0,126.0,42.0,105.2,39.4
4137,NE3  1,Total,9084.0,4518.0,4566.0,8836.0,248.0,184.0,196.27,46.3
4138,NE3  2,Total,13842.0,6790.0,7052.0,13774.0,68.0,139.0,376.65,36.8
4139,NE3  3,Total,11578.0,5632.0,5946.0,11402.0,176.0,94.0,272.12,42.5
4140,NE3  4,Total,10550.0,5166.0,5384.0,10411.0,139.0,237.0,285.58,36.9
4141,NE3  5,Total,7996.0,3869.0,4127.0,7916.0,80.0,148.0,691.76,11.6
4142,NE30 1,Total,1317.0,635.0,682.0,1317.0,0.0,2.0,33.92,38.8
4143,NE30 2,Total,7761.0,3721.0,4040.0,7676.0,85.0,99.0,197.7,39.3
4144,NE30 3,Total,8303.0,3961.0,4342.0,8303.0,0.0,96.0,178.23,46.6
4145,NE30 4,Total,4952.0,2409.0,2543.0,4887.0,65.0,46.0,143.98,34.4
4146,NE31 1,Total,10260.0,4982.0,5278.0,10128.0,132.0,43.0,332.8,30.8
4147,NE31 2,Total,9870.0,4723.0,5147.0,9771.0,99.0,44.0,308.52,32.0
4148,NE32 3,Total,5327.0,2552.0,2775.0,5180.0,147.0,22.0,367.95,14.5
4149,NE32 4,Total,10419.0,5012.0,5407.0,10411.0,8.0,42.0,300.85,34.6
4150,NE32 5,Total,9643.0,4693.0,4950.0,9541.0,102.0,61.0,291.21,33.1
4151,NE33 1,Total,1316.0,672.0,644.0,1314.0,2.0,6.0,98.54,13.4
4152,NE33 2,Total,6229.0,3095.0,3134.0,6041.0,188.0,49.0,143.27,43.5
4153,NE33 3,Total,7866.0,3929.0,3937.0,7565.0,301.0,49.0,151.08,52.1
4154,NE33 4,Total,7324.0,3682.0,3642.0,7234.0,90.0,30.0,126.41,57.9
4155,NE33 5,Total,4334.0,2300.0,2034.0,4314.0,20.0,23.0,135.28,32.0
4156,NE34 0,Total,10653.0,5102.0,5551.0,10510.0,143.0,49.0,220.43,48.3
4157,NE34 6,Total,9264.0,4392.0,4872.0,9248.0,16.0,70.0,189.33,48.9
4158,NE34 7,Total,11667.0,5483.0,6184.0,11566.0,101.0,50.0,283.33,41.2
4159,NE34 8,Total,10126.0,4857.0,5269.0,10084.0,42.0,54.0,288.4,35.1
4160,NE34 9,Total,10769.0,5041.0,5728.0,10762.0,7.0,43.0,274.14,39.3
4161,NE35 9,Total,6428.0,3152.0,3276.0,6428.0,0.0,41.0,270.91,23.7
4162,NE36 0,Total,6854.0,3249.0,3605.0,6854.0,0.0,71.0,1579.01,4.3
4163,NE37 1,Total,9759.0,4743.0,5016.0,9696.0,63.0,48.0,370.93,26.3
4164,NE37 2,Total,7202.0,3355.0,3847.0,7146.0,56.0,38.0,205.54,35.0
4165,NE37 3,Total,4095.0,2076.0,2019.0,4095.0,0.0,16.0,953.41,4.3
4166,NE38 0,Total,9145.0,4523.0,4622.0,9140.0,5.0,53.0,282.2,32.4
4167,NE38 7,Total,9000.0,4379.0,4621.0,8988.0,12.0,48.0,287.82,31.3
4168,NE38 8,Total,7820.0,3800.0,4020.0,7783.0,37.0,68.0,574.01,13.6
4169,NE38 9,Total,5136.0,2512.0,2624.0,5134.0,2.0,62.0,233.11,22.0
4170,NE39 1,Total,3968.0,1914.0,2054.0,3965.0,3.0,51.0,338.68,11.7
4171,NE39 2,Total,4607.0,2181.0,2426.0,4541.0,66.0,45.0,1606.06,2.9
4172,NE4  5,Total,7963.0,4324.0,3639.0,7950.0,13.0,55.0,95.79,83.1
4173,NE4  6,Total,7247.0,3917.0,3330.0,6782.0,465.0,59.0,184.74,39.2
4174,NE4  7,Total,2452.0,1333.0,1119.0,2452.0,0.0,17.0,88.91,27.6
4175,NE4  8,Total,7753.0,4049.0,3704.0,7714.0,39.0,43.0,109.92,70.5
4176,NE4  9,Total,12022.0,5960.0,6062.0,11613.0,409.0,154.0,229.66,52.3
4177,NE40 3,Total,7629.0,3650.0,3979.0,7596.0,33.0,90.0,446.71,17.1
4178,NE40 4,Total,8006.0,3845.0,4161.0,7906.0,100.0,59.0,853.22,9.4
4179,NE41 8,Total,2197.0,1065.0,1132.0,2164.0,33.0,52.0,1038.73,2.1
4180,NE42 5,Total,6974.0,3379.0,3595.0,6894.0,80.0,56.0,741.11,9.4
4181,NE42 6,Total,5633.0,2689.0,2944.0,5585.0,48.0,90.0,765.34,7.4
4182,NE43 7,Total,4523.0,2197.0,2326.0,4415.0,108.0,117.0,5639.75,0.8
4183,NE44 6,Total,966.0,448.0,518.0,925.0,41.0,25.0,756.8,1.3
4184,NE45 5,Total,3672.0,1743.0,1929.0,3556.0,116.0,89.0,4149.37,0.9
4185,NE46 1,Total,4198.0,1961.0,2237.0,3939.0,259.0,73.0,2652.64,1.6
4186,NE46 2,Total,4459.0,2113.0,2346.0,4375.0,84.0,127.0,1665.37,2.7
4187,NE46 3,Total,3510.0,1687.0,1823.0,3494.0,16.0,92.0,170.86,20.5
4188,NE46 4,Total,3370.0,1696.0,1674.0,3311.0,59.0,77.0,10736.18,0.3
4189,NE47 0,Total,1070.0,539.0,531.0,1030.0,40.0,24.0,10197.91,0.1
4190,NE47 5,Total,906.0,452.0,454.0,906.0,0.0,11.0,2390.42,0.4
4191,NE47 6,Total,2184.0,1076.0,1108.0,2154.0,30.0,52.0,7129.36,0.3
4192,NE47 7,Total,1214.0,609.0,605.0,1158.0,56.0,34.0,8680.7,0.1
4193,NE47 8,Total,522.0,264.0,258.0,492.0,30.0,13.0,11382.06,0.0
4194,NE47 9,Total,2021.0,996.0,1025.0,2007.0,14.0,50.0,10853.55,0.2
4195,NE48 1,Total,764.0,383.0,381.0,764.0,0.0,24.0,43683.76,0.0
4196,NE48 2,Total,1852.0,921.0,931.0,1850.0,2.0,30.0,10349.24,0.2
4197,NE48 3,Total,1105.0,557.0,548.0,1105.0,0.0,17.0,17262.58,0.1
4198,NE48 4,Total,573.0,275.0,298.0,573.0,0.0,30.0,2019.2,0.3
4199,NE49 0,Total,1085.0,526.0,559.0,1079.0,6.0,18.0,6063.4,0.2
4200,NE49 9,Total,3259.0,1606.0,1653.0,3250.0,9.0,38.0,1224.45,2.7
4201,NE5  1,Total,8712.0,4182.0,4530.0,8675.0,37.0,73.0,1068.22,8.2
4202,NE5  2,Total,14247.0,6843.0,7404.0,14242.0,5.0,64.0,318.78,44.7
4203,NE5  3,Total,10188.0,4992.0,5196.0,10059.0,129.0,38.0,244.52,41.7
4204,NE5  4,Total,8841.0,4218.0,4623.0,8730.0,111.0,36.0,251.45,35.2
4205,NE5  5,Total,7115.0,3317.0,3798.0,6988.0,127.0,35.0,139.98,50.8
4206,NE6  1,Total,3214.0,1689.0,1525.0,3180.0,34.0,6.0,105.42,30.5
4207,NE6  2,Total,11558.0,5621.0,5937.0,11397.0,161.0,30.0,221.17,52.3
4208,NE6  3,Total,8348.0,4131.0,4217.0,8179.0,169.0,35.0,233.99,35.7
4209,NE6  4,Total,11940.0,5879.0,6061.0,11903.0,37.0,62.0,302.36,39.5
4210,NE6  5,Total,15967.0,8405.0,7562.0,15794.0,173.0,133.0,198.01,80.6
4211,NE61 1,Total,4134.0,1988.0,2146.0,3738.0,396.0,65.0,408.76,10.1
4212,NE61 2,Total,8928.0,4299.0,4629.0,8879.0,49.0,170.0,525.01,17.0
4213,NE61 3,Total,3853.0,1908.0,1945.0,3853.0,0.0,95.0,13467.36,0.3
4214,NE61 4,Total,1260.0,628.0,632.0,1244.0,16.0,30.0,19712.21,0.1
4215,NE61 5,Total,8080.0,3999.0,4081.0,8014.0,66.0,86.0,4335.07,1.9
4216,NE61 6,Total,5014.0,2469.0,2545.0,4967.0,47.0,66.0,3145.48,1.6
4217,NE62 5,Total,9636.0,4623.0,5013.0,9542.0,94.0,66.0,1167.39,8.3
4218,NE63 0,Total,8147.0,3989.0,4158.0,8136.0,11.0,46.0,264.2,30.8
4219,NE63 8,Total,8490.0,4140.0,4350.0,8385.0,105.0,102.0,1361.93,6.2
4220,NE63 9,Total,11152.0,5477.0,5675.0,11052.0,100.0,56.0,732.73,15.2
4221,NE64 6,Total,6308.0,3034.0,3274.0,6242.0,66.0,30.0,864.92,7.3
4222,NE65 0,Total,7878.0,3833.0,4045.0,7808.0,70.0,89.0,2988.23,2.6
4223,NE65 7,Total,3889.0,1914.0,1975.0,3861.0,28.0,69.0,39117.78,0.1
4224,NE65 8,Total,2141.0,1024.0,1117.0,2138.0,3.0,53.0,6657.34,0.3
4225,NE65 9,Total,6856.0,3849.0,3007.0,5741.0,1115.0,82.0,10528.29,0.7
4226,NE66 1,Total,6766.0,3206.0,3560.0,6664.0,102.0,81.0,1744.83,3.9
4227,NE66 2,Total,4244.0,2074.0,2170.0,4093.0,151.0,62.0,15568.13,0.3
4228,NE66 3,Total,4720.0,2359.0,2361.0,4463.0,257.0,74.0,9787.08,0.5
4229,NE66 4,Total,1522.0,748.0,774.0,1522.0,0.0,36.0,22890.0,0.1
4230,NE66 5,Total,338.0,168.0,170.0,337.0,1.0,11.0,4675.87,0.1
4231,NE67 5,Total,834.0,423.0,411.0,831.0,3.0,25.0,4986.69,0.2
4232,NE68 7,Total,1959.0,953.0,1006.0,1952.0,7.0,16.0,790.33,2.5
4233,NE69 7,Total,414.0,196.0,218.0,411.0,3.0,5.0,1445.21,0.3
4234,NE7  7,Total,15468.0,7620.0,7848.0,14782.0,686.0,200.0,395.38,39.1
4235,NE70 7,Total,1754.0,876.0,878.0,1751.0,3.0,33.0,8758.4,0.2
4236,NE71 6,Total,2949.0,1410.0,1539.0,2927.0,22.0,30.0,26789.45,0.1
4237,NE8  1,Total,5856.0,3256.0,2600.0,5414.0,442.0,70.0,65.85,88.9
4238,NE8  2,Total,7164.0,3825.0,3339.0,7041.0,123.0,23.0,244.05,29.4
4239,NE8  3,Total,8285.0,4244.0,4041.0,8171.0,114.0,29.0,228.85,36.2
4240,NE8  4,Total,12125.0,6023.0,6102.0,11618.0,507.0,74.0,393.62,30.8
4241,NE9  5,Total,10263.0,4946.0,5317.0,10138.0,125.0,78.0,201.52,50.9
4242,NE9  6,Total,15719.0,7616.0,8103.0,15491.0,228.0,117.0,334.11,47.0
4243,NE9  7,Total,11526.0,5546.0,5980.0,11397.0,129.0,44.0,771.95,14.9
4244,NG1  1,Total,3786.0,2254.0,1532.0,3481.0,305.0,27.0,38.14,99.3
4245,NG1  3,Total,2603.0,1543.0,1060.0,2599.0,4.0,21.0,23.19,112.2
4246,NG1  4,Total,3940.0,2016.0,1924.0,2611.0,1329.0,71.0,47.44,83.1
4247,NG1  5,Total,1795.0,951.0,844.0,1454.0,341.0,15.0,23.98,74.9
4248,NG1  6,Total,281.0,156.0,125.0,247.0,34.0,0.0,5.46,51.5
4249,NG1  7,Total,492.0,307.0,185.0,444.0,48.0,6.0,33.71,14.6
4250,NG10 1,Total,7938.0,3963.0,3975.0,7899.0,39.0,42.0,213.66,37.2
4251,NG10 2,Total,4613.0,2319.0,2294.0,4565.0,48.0,38.0,446.05,10.3
4252,NG10 3,Total,14380.0,7075.0,7305.0,14373.0,7.0,148.0,536.97,26.8
4253,NG10 4,Total,10829.0,5303.0,5526.0,10637.0,192.0,90.0,254.65,42.5
4254,NG10 5,Total,8889.0,4305.0,4584.0,8803.0,86.0,77.0,444.87,20.0
4255,NG11 0,Total,2431.0,1196.0,1235.0,2431.0,0.0,34.0,3213.11,0.8
4256,NG11 6,Total,8233.0,3990.0,4243.0,8087.0,146.0,154.0,2543.35,3.2
4257,NG11 7,Total,4428.0,2186.0,2242.0,4428.0,0.0,61.0,153.06,28.9
4258,NG11 8,Total,13340.0,6485.0,6855.0,12562.0,778.0,109.0,560.9,23.8
4259,NG11 9,Total,9067.0,4403.0,4664.0,9058.0,9.0,41.0,181.54,49.9
4260,NG12 1,Total,2527.0,1234.0,1293.0,2506.0,21.0,34.0,1057.08,2.4
4261,NG12 2,Total,6537.0,3130.0,3407.0,6381.0,156.0,113.0,1791.15,3.6
4262,NG12 3,Total,10862.0,5321.0,5541.0,10697.0,165.0,141.0,6064.84,1.8
4263,NG12 4,Total,4857.0,2413.0,2444.0,4857.0,0.0,101.0,1407.07,3.5
4264,NG12 5,Total,8382.0,4099.0,4283.0,8320.0,62.0,156.0,3998.69,2.1
4265,NG13 0,Total,4508.0,2185.0,2323.0,4508.0,0.0,71.0,4633.21,1.0
4266,NG13 8,Total,11712.0,5648.0,6064.0,11664.0,48.0,193.0,4217.1,2.8
4267,NG13 9,Total,5164.0,2949.0,2215.0,4306.0,858.0,84.0,7374.76,0.7
4268,NG14 5,Total,3922.0,1905.0,2017.0,3911.0,11.0,62.0,1375.25,2.9
4269,NG14 6,Total,9537.0,4621.0,4916.0,9471.0,66.0,134.0,4131.18,2.3
4270,NG14 7,Total,5980.0,3342.0,2638.0,5052.0,928.0,115.0,3425.95,1.7
4271,NG15 0,Total,2076.0,1019.0,1057.0,2059.0,17.0,21.0,1973.01,1.1
4272,NG15 6,Total,14763.0,7288.0,7475.0,14648.0,115.0,117.0,956.47,15.4
4273,NG15 7,Total,12829.0,6236.0,6593.0,12655.0,174.0,76.0,486.56,26.4
4274,NG15 8,Total,5271.0,2568.0,2703.0,5210.0,61.0,55.0,1557.65,3.4
4275,NG15 9,Total,5759.0,2802.0,2957.0,5756.0,3.0,123.0,1464.37,3.9
4276,NG16 1,Total,9349.0,4623.0,4726.0,9332.0,17.0,122.0,949.45,9.8
4277,NG16 2,Total,16473.0,8164.0,8309.0,16439.0,34.0,145.0,1733.53,9.5
4278,NG16 3,Total,10812.0,5338.0,5474.0,10667.0,145.0,72.0,1014.77,10.7
4279,NG16 4,Total,5405.0,2646.0,2759.0,5405.0,0.0,31.0,717.02,7.5
4280,NG16 5,Total,10047.0,4928.0,5119.0,9988.0,59.0,66.0,1527.18,6.6
4281,NG16 6,Total,11465.0,5698.0,5767.0,11354.0,111.0,52.0,1186.45,9.7
4282,NG17 1,Total,6439.0,3203.0,3236.0,6374.0,65.0,48.0,243.95,26.4
4283,NG17 2,Total,14585.0,7071.0,7514.0,14287.0,298.0,88.0,744.35,19.6
4284,NG17 3,Total,8900.0,4362.0,4538.0,8857.0,43.0,57.0,1671.09,5.3
4285,NG17 4,Total,9768.0,4918.0,4850.0,9664.0,104.0,48.0,232.28,42.1
4286,NG17 5,Total,6475.0,3149.0,3326.0,6475.0,0.0,31.0,458.49,14.1
4287,NG17 7,Total,9204.0,4499.0,4705.0,9060.0,144.0,56.0,869.04,10.6
4288,NG17 8,Total,11236.0,5523.0,5713.0,11177.0,59.0,99.0,1083.09,10.4
4289,NG17 9,Total,6179.0,3058.0,3121.0,6159.0,20.0,33.0,457.73,13.5
4290,NG18 1,Total,1438.0,743.0,695.0,1354.0,84.0,12.0,75.68,19.0
4291,NG18 2,Total,7952.0,3967.0,3985.0,7777.0,175.0,48.0,229.36,34.7
4292,NG18 3,Total,11644.0,5710.0,5934.0,11597.0,47.0,101.0,542.87,21.4
4293,NG18 4,Total,12656.0,6242.0,6414.0,12486.0,170.0,164.0,1590.51,8.0
4294,NG18 5,Total,7836.0,3895.0,3941.0,7743.0,93.0,75.0,316.69,24.7
4295,NG19 0,Total,11328.0,5515.0,5813.0,11260.0,68.0,109.0,522.01,21.7
4296,NG19 6,Total,11773.0,5702.0,6071.0,11702.0,71.0,57.0,305.79,38.5
4297,NG19 7,Total,9163.0,4471.0,4692.0,9032.0,131.0,77.0,964.14,9.5
4298,NG19 8,Total,10182.0,4965.0,5217.0,10108.0,74.0,76.0,1088.96,9.4
4299,NG19 9,Total,9830.0,4873.0,4957.0,9819.0,11.0,125.0,428.26,23.0
4300,NG2  1,Total,2255.0,1143.0,1112.0,2255.0,0.0,14.0,153.84,14.7
4301,NG2  2,Total,6140.0,3206.0,2934.0,5718.0,422.0,33.0,101.55,60.5
4302,NG2  3,Total,1789.0,978.0,811.0,1789.0,0.0,3.0,85.56,20.9
4303,NG2  4,Total,10318.0,5570.0,4748.0,10252.0,66.0,67.0,351.69,29.3
4304,NG2  5,Total,9159.0,4640.0,4519.0,9119.0,40.0,172.0,251.57,36.4
4305,NG2  6,Total,12428.0,5996.0,6432.0,12382.0,46.0,231.0,405.43,30.7
4306,NG2  7,Total,16520.0,8190.0,8330.0,16348.0,172.0,363.0,527.19,31.3
4307,NG20 0,Total,9264.0,4529.0,4735.0,9171.0,93.0,68.0,2129.39,4.4
4308,NG20 8,Total,9976.0,4825.0,5151.0,9878.0,98.0,42.0,1113.3,9.0
4309,NG20 9,Total,6950.0,3440.0,3510.0,6862.0,88.0,33.0,2192.73,3.2
4310,NG21 0,Total,12150.0,5948.0,6202.0,11981.0,169.0,90.0,2578.12,4.7
4311,NG21 9,Total,10031.0,4882.0,5149.0,9882.0,149.0,87.0,3494.8,2.9
4312,NG22 0,Total,6804.0,3347.0,3457.0,6767.0,37.0,129.0,13192.88,0.5
4313,NG22 8,Total,7649.0,3798.0,3851.0,7535.0,114.0,122.0,6450.32,1.2
4314,NG22 9,Total,11840.0,5845.0,5995.0,11723.0,117.0,106.0,6097.92,1.9
4315,NG23 5,Total,7164.0,3481.0,3683.0,7123.0,41.0,169.0,12187.02,0.6
4316,NG23 6,Total,5345.0,2624.0,2721.0,5330.0,15.0,111.0,9023.71,0.6
4317,NG23 7,Total,4736.0,2343.0,2393.0,4662.0,74.0,65.0,8399.13,0.6
4318,NG24 1,Total,6771.0,3399.0,3372.0,6723.0,48.0,44.0,460.22,14.7
4319,NG24 2,Total,10382.0,5133.0,5249.0,10296.0,86.0,135.0,2351.56,4.4
4320,NG24 3,Total,13627.0,6659.0,6968.0,13565.0,62.0,139.0,3088.37,4.4
4321,NG24 4,Total,14025.0,6729.0,7296.0,13843.0,182.0,122.0,480.22,29.2
4322,NG25 0,Total,8913.0,4208.0,4705.0,8548.0,365.0,239.0,5087.61,1.8
4323,NG3  1,Total,4721.0,2365.0,2356.0,3627.0,1094.0,71.0,57.63,81.9
4324,NG3  2,Total,4736.0,2346.0,2390.0,4725.0,11.0,30.0,97.14,48.8
4325,NG3  3,Total,7058.0,3499.0,3559.0,6983.0,75.0,42.0,88.69,79.6
4326,NG3  4,Total,4123.0,2165.0,1958.0,3901.0,222.0,38.0,94.17,43.8
4327,NG3  5,Total,9332.0,4709.0,4623.0,9023.0,309.0,147.0,231.24,40.4
4328,NG3  6,Total,10910.0,5395.0,5515.0,10852.0,58.0,110.0,268.44,40.6
4329,NG3  7,Total,7308.0,3576.0,3732.0,7291.0,17.0,29.0,175.55,41.6
4330,NG31 6,Total,3510.0,1754.0,1756.0,3455.0,55.0,23.0,127.26,27.6
4331,NG31 7,Total,13714.0,6658.0,7056.0,13697.0,17.0,123.0,773.07,17.7
4332,NG31 8,Total,13855.0,6676.0,7179.0,13639.0,216.0,271.0,2485.55,5.6
4333,NG31 9,Total,13262.0,6405.0,6857.0,13087.0,175.0,145.0,1792.43,7.4
4334,NG32 1,Total,4215.0,2055.0,2160.0,4196.0,19.0,70.0,7881.43,0.5
4335,NG32 2,Total,3505.0,1721.0,1784.0,3505.0,0.0,86.0,8102.22,0.4
4336,NG32 3,Total,4708.0,2306.0,2402.0,4678.0,30.0,78.0,9099.96,0.5
4337,NG33 4,Total,4789.0,2342.0,2447.0,4789.0,0.0,138.0,15449.51,0.3
4338,NG33 5,Total,5070.0,2541.0,2529.0,5069.0,1.0,76.0,11351.05,0.4
4339,NG34 0,Total,5926.0,2848.0,3078.0,5895.0,31.0,102.0,15874.84,0.4
4340,NG34 7,Total,12895.0,6202.0,6693.0,12775.0,120.0,171.0,845.29,15.3
4341,NG34 8,Total,11199.0,5550.0,5649.0,10983.0,216.0,190.0,12480.96,0.9
4342,NG34 9,Total,11182.0,5445.0,5737.0,11075.0,107.0,139.0,10934.98,1.0
4343,NG4  1,Total,12868.0,6426.0,6442.0,12857.0,11.0,80.0,256.39,50.2
4344,NG4  2,Total,8671.0,4216.0,4455.0,8630.0,41.0,43.0,370.36,23.4
4345,NG4  3,Total,10491.0,5108.0,5383.0,10309.0,182.0,107.0,211.93,49.5
4346,NG4  4,Total,8805.0,4363.0,4442.0,8740.0,65.0,64.0,1356.59,6.5
4347,NG5  1,Total,9262.0,4581.0,4681.0,8839.0,423.0,72.0,172.27,53.8
4348,NG5  2,Total,5919.0,3002.0,2917.0,5776.0,143.0,66.0,75.43,78.5
4349,NG5  3,Total,5612.0,2882.0,2730.0,4997.0,615.0,70.0,148.6,37.8
4350,NG5  4,Total,9505.0,4653.0,4852.0,9346.0,159.0,144.0,253.54,37.5
4351,NG5  5,Total,16756.0,8134.0,8622.0,16650.0,106.0,82.0,314.79,53.2
4352,NG5  6,Total,12113.0,5847.0,6266.0,12086.0,27.0,124.0,246.18,49.2
4353,NG5  7,Total,7272.0,3452.0,3820.0,7201.0,71.0,51.0,147.51,49.3
4354,NG5  8,Total,11789.0,5651.0,6138.0,11716.0,73.0,112.0,549.07,21.5
4355,NG5  9,Total,9327.0,4388.0,4939.0,9325.0,2.0,75.0,208.96,44.6
4356,NG6  0,Total,8889.0,4378.0,4511.0,8686.0,203.0,45.0,199.24,44.6
4357,NG6  7,Total,4600.0,2269.0,2331.0,4583.0,17.0,18.0,103.21,44.6
4358,NG6  8,Total,15552.0,7341.0,8211.0,15291.0,261.0,71.0,1522.96,10.2
4359,NG6  9,Total,8444.0,4064.0,4380.0,8370.0,74.0,59.0,169.11,49.9
4360,NG7  1,Total,11780.0,6552.0,5228.0,11579.0,201.0,126.0,164.22,71.7
4361,NG7  2,Total,13506.0,7093.0,6413.0,9171.0,4335.0,185.0,665.06,20.3
4362,NG7  3,Total,6924.0,3832.0,3092.0,5536.0,1388.0,71.0,73.38,94.4
4363,NG7  4,Total,5005.0,2651.0,2354.0,4333.0,672.0,28.0,91.69,54.6
4364,NG7  5,Total,7846.0,4129.0,3717.0,7840.0,6.0,58.0,90.88,86.3
4365,NG7  6,Total,8848.0,4728.0,4120.0,8809.0,39.0,48.0,85.2,103.8
4366,NG7  7,Total,4103.0,2078.0,2025.0,4090.0,13.0,19.0,51.69,79.4
4367,NG8  1,Total,9746.0,4978.0,4768.0,9208.0,538.0,149.0,378.68,25.7
4368,NG8  2,Total,11094.0,5378.0,5716.0,11094.0,0.0,216.0,343.45,32.3
4369,NG8  3,Total,9804.0,4709.0,5095.0,9669.0,135.0,66.0,312.94,31.3
